Id;v2a1;hacdor;rooms;hacapo;v14a;refrig;v18q;v18q1;r4h1;r4h2;r4h3;r4m1;r4m2;r4m3;r4t1;r4t2;r4t3;tamhog;tamviv;escolari;hhsize;paredblolad;paredzocalo;paredpreb;pareddes;paredmad;paredzinc;paredfibras;paredother;pisomoscer;pisocemento;pisoother;pisonatur;pisonotiene;pisomadera;techozinc;techoentrepiso;techocane;techootro;cielorazo;abastaguadentro;abastaguafuera;abastaguano;public;planpri;noelec;coopele;dis;estadocivil1;estadocivil2;estadocivil3;estadocivil4;estadocivil5;estadocivil6;estadocivil7;idhogar;hogar_nin;hogar_adul;hogar_mayor;hogar_total;dependency;edjefe;edjefa;meaneduc;bedrooms;overcrowding;computer;television;mobilephone;qmobilephone;lugar1;lugar2;lugar3;lugar4;lugar5;lugar6;age;SQBescolari;SQBage;SQBhogar_total;SQBedjefe;SQBhogar_nin;SQBovercrowding;SQBdependency;SQBmeaned;agesq;Target;sanitario;sanioth;energcocinar;elimbasu;elimoth;epared;etecho;eviv;gender;parentesco;instlevel;tipovivi;tipooth;area
ID_bdbe15dff;165231.6;0;9;0;1;1;1;6;0;4;4;0;2;2;0;6;6;6;6;6;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;e23e4e82d;0;6;0;6;no;9;no;10.5;6;1.0;0;1;1;8;1;0;0;0;0;0;58;36;3364;36;81;0;1.0;0.0;110.25;3364;4;3;0;4;4;0;2;2;2;0;2;3;1;0;1
ID_124147157;165231.6;0;9;0;1;1;1;6;0;4;4;0;2;2;0;6;6;6;6;15;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;e23e4e82d;0;6;0;6;no;9;no;10.5;6;1.0;0;1;1;8;1;0;0;0;0;0;35;225;1225;36;81;0;1.0;0.0;110.25;1225;4;3;0;4;4;0;2;2;2;1;3;8;1;0;1
ID_d9766b86d;165231.6;0;9;0;1;1;1;6;0;4;4;0;2;2;0;6;6;6;6;9;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;e23e4e82d;0;6;0;6;no;9;no;10.5;6;1.0;0;1;1;8;1;0;0;0;0;0;25;81;625;36;81;0;1.0;0.0;110.25;625;4;3;0;4;4;0;2;2;2;1;3;4;1;0;1
ID_de46615da;165231.6;0;9;0;1;1;1;6;0;4;4;0;2;2;0;6;6;6;6;9;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;e23e4e82d;0;6;0;6;no;9;no;10.5;6;1.0;0;1;1;8;1;0;0;0;0;0;62;81;3844;36;81;0;1.0;0.0;110.25;3844;4;3;0;4;4;0;2;2;2;1;1;4;1;0;1
ID_f7ee466a3;165231.6;0;9;0;1;1;1;6;0;4;4;0;2;2;0;6;6;6;6;13;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;e23e4e82d;0;6;0;6;no;9;no;10.5;6;1.0;0;1;1;8;1;0;0;0;0;0;28;169;784;36;81;0;1.0;0.0;110.25;784;4;3;0;4;4;0;2;2;2;0;3;8;1;0;1
ID_818582036;399378.0;0;6;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;14;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;7111f63cb;0;2;0;2;no;14;no;14.5;2;1.0;1;0;1;2;1;0;0;0;0;0;33;196;1089;4;196;0;1.0;0.0;210.25;1089;4;3;0;4;4;0;3;3;3;1;1;8;3;0;1
ID_7b34045fe;399378.0;0;6;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;15;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;7111f63cb;0;2;0;2;no;14;no;14.5;2;1.0;1;0;1;2;1;0;0;0;0;0;29;225;841;4;196;0;1.0;0.0;210.25;841;4;3;0;4;4;0;3;3;3;0;2;8;3;0;1
ID_d79548ae2;150000.0;0;3;0;1;1;0;0;0;1;1;1;2;3;1;3;4;4;4;0;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;dcf18baab;1;3;0;4;.33333334;11;no;12.0;2;2.0;0;0;1;3;1;0;0;0;0;0;2;0;4;16;121;1;4.0;0.11111112;144.0;4;4;3;0;2;4;0;2;3;3;0;3;1;3;0;1
ID_252acebc6;150000.0;0;3;0;1;1;0;0;0;1;1;1;2;3;1;3;4;4;4;11;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;dcf18baab;1;3;0;4;.33333334;11;no;12.0;2;2.0;0;0;1;3;1;0;0;0;0;0;30;121;900;16;121;1;4.0;0.11111112;144.0;900;4;3;0;2;4;0;2;3;3;1;1;5;3;0;1
ID_728725f32;150000.0;0;3;0;1;1;0;0;0;1;1;1;2;3;1;3;4;4;4;14;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;dcf18baab;1;3;0;4;.33333334;11;no;12.0;2;2.0;0;0;1;3;1;0;0;0;0;0;30;196;900;16;121;1;4.0;0.11111112;144.0;900;4;3;0;2;4;0;2;3;3;0;2;8;3;0;1
ID_a4ca5af9f;150000.0;0;3;0;1;1;0;0;0;1;1;1;2;3;1;3;4;4;4;11;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;dcf18baab;1;3;0;4;.33333334;11;no;12.0;2;2.0;0;0;1;3;1;0;0;0;0;0;57;121;3249;16;121;1;4.0;0.11111112;144.0;3249;4;3;0;2;4;0;2;3;3;0;11;5;3;0;1
ID_640554145;125000.0;0;5;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;6;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;eb9891529;2;2;0;4;yes;9;no;7.5;2;2.0;0;0;1;2;1;0;0;0;0;0;29;36;841;16;81;4;4.0;1.0;56.25;841;2;3;0;2;4;0;3;3;2;0;2;3;3;0;1
ID_78c316c8d;125000.0;0;5;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;4;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;eb9891529;2;2;0;4;yes;9;no;7.5;2;2.0;0;0;1;2;1;0;0;0;0;0;10;16;100;16;81;4;4.0;1.0;56.25;100;2;3;0;2;4;0;3;3;2;0;3;2;3;0;1
ID_abdc72ddc;125000.0;0;5;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;eb9891529;2;2;0;4;yes;9;no;7.5;2;2.0;0;0;1;2;1;0;0;0;0;0;7;0;49;16;81;4;4.0;1.0;56.25;49;2;3;0;2;4;0;3;3;2;1;3;1;3;0;1
ID_55cff9be7;125000.0;0;5;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;9;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;eb9891529;2;2;0;4;yes;9;no;7.5;2;2.0;0;0;1;2;1;0;0;0;0;0;32;81;1024;16;81;4;4.0;1.0;56.25;1024;2;3;0;2;4;0;3;3;2;1;1;4;3;0;1
ID_299064d93;165231.6;0;3;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;6;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;86a6d2dfb;0;1;1;1;8;no;6;6.0;1;1.0;0;0;1;1;1;0;0;0;0;0;72;36;5184;1;0;0;1.0;64.0;36.0;5184;4;3;0;2;4;0;2;3;3;0;1;3;0;1;1
ID_dc58f7993;60000.0;0;5;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;10;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;fd89cbc8b;0;1;0;1;no;10;no;10.0;3;0.33333334;1;0;1;3;1;0;0;0;0;0;24;100;576;1;100;0;0.11111112;0.0;100.0;576;4;2;0;2;4;0;3;3;3;1;1;4;3;0;1
ID_20fdcd395;165231.6;0;5;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;6;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;fd69ffc71;0;3;1;3;.5;no;no;5.6666665;3;1.0;0;0;1;1;1;0;0;0;0;0;43;36;1849;9;0;0;1.0;0.25;32.111111;1849;2;3;0;2;4;0;1;2;2;1;3;3;1;0;1
ID_79420bc97;165231.6;0;5;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;fd69ffc71;0;3;1;3;.5;no;no;5.6666665;3;1.0;0;0;1;1;1;0;0;0;0;0;79;0;6241;9;0;0;1.0;0.25;32.111111;6241;2;3;0;2;4;0;1;2;2;0;1;1;1;0;1
ID_9c2036d5d;165231.6;0;5;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;11;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;fd69ffc71;0;3;1;3;.5;no;no;5.6666665;3;1.0;0;0;1;1;1;0;0;0;0;0;56;121;3136;9;0;0;1.0;0.25;32.111111;3136;2;3;0;2;4;0;1;2;2;1;3;5;1;0;1
ID_cd4baf1ca;165231.6;0;7;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;6;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;65b015f02;0;2;2;2;8;7;no;6.5;5;0.40000001;0;1;1;2;1;0;0;0;0;0;85;36;7225;4;49;0;0.16000001;64.0;42.25;7225;4;3;0;4;4;0;3;3;3;0;2;3;1;0;1
ID_ab0208709;165231.6;0;7;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;7;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;65b015f02;0;2;2;2;8;7;no;6.5;5;0.40000001;0;1;1;2;1;0;0;0;0;0;86;49;7396;4;49;0;0.16000001;64.0;42.25;7396;4;3;0;4;4;0;3;3;3;1;1;4;1;0;1
ID_c79bc6436;165231.6;0;5;0;1;1;1;1;0;0;0;0;2;2;0;2;2;2;2;16;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;22fab3740;0;2;1;2;yes;no;12;14.0;3;0.66666669;0;0;1;2;1;0;0;0;0;0;34;256;1156;4;0;0;0.44444448;1.0;196.0;1156;4;3;0;4;4;0;3;3;3;0;3;8;1;0;1
ID_21ca3702f;165231.6;0;5;0;1;1;1;1;0;0;0;0;2;2;0;2;2;2;2;12;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;22fab3740;0;2;1;2;yes;no;12;14.0;3;0.66666669;0;0;1;2;1;0;0;0;0;0;67;144;4489;4;0;0;0.44444448;1.0;196.0;4489;4;3;0;4;4;0;3;3;3;0;1;8;1;0;1
ID_ee9c3ec73;165231.6;0;4;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;6;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;184298b4b;0;2;0;2;no;6;no;8.5;2;1.0;0;0;1;2;1;0;0;0;0;0;24;36;576;4;36;0;1.0;0.0;72.25;576;4;2;0;2;4;0;3;3;3;1;1;3;1;0;1
ID_8e027d9d7;165231.6;0;4;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;11;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;184298b4b;0;2;0;2;no;6;no;8.5;2;1.0;0;0;1;2;1;0;0;0;0;0;23;121;529;4;36;0;1.0;0.0;72.25;529;4;2;0;2;4;0;3;3;3;0;2;5;1;0;1
ID_9346d89ab;165231.6;0;4;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;6;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1c061afbd;0;1;0;1;no;6;no;6.0;2;0.5;0;0;1;1;1;0;0;0;0;0;64;36;4096;1;36;0;0.25;0.0;36.0;4096;4;3;0;2;4;0;1;1;1;1;1;3;1;0;1
ID_c5682796d;165231.6;0;5;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;6;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;a084df613;0;1;1;1;8;6;no;6.0;3;0.33333334;0;0;1;1;1;0;0;0;0;0;83;36;6889;1;36;0;0.11111112;64.0;36.0;6889;3;3;0;4;4;0;3;3;3;1;1;3;1;0;1
ID_6d17d36c8;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;12;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;46;144;2116;36;0;9;9.0;1.0;87.11110699999999;2116;4;3;0;4;4;0;2;2;2;0;1;8;3;0;1
ID_2e19724e8;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;21;36;441;36;0;9;9.0;1.0;87.11110699999999;441;4;3;0;4;4;0;2;2;2;1;3;3;3;0;1
ID_6c2c4c2d7;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;0;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;5;0;25;36;0;9;9.0;1.0;87.11110699999999;25;4;3;0;4;4;0;2;2;2;0;6;1;3;0;1
ID_e71530d31;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;0;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;2;0;4;36;0;9;9.0;1.0;87.11110699999999;4;4;3;0;4;4;0;2;2;2;0;6;1;3;0;1
ID_cf4e3f076;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;6;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;14;36;196;36;0;9;9.0;1.0;87.11110699999999;196;4;3;0;4;4;0;2;2;2;1;3;3;3;0;1
ID_e453a37ec;90000.0;0;3;0;1;1;1;1;0;2;2;2;2;4;2;4;6;6;6;10;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;169911ed1;3;3;0;6;yes;no;12;9.333333;2;3.0;0;0;1;3;1;0;0;0;0;0;24;100;576;36;0;9;9.0;1.0;87.11110699999999;576;4;3;0;4;4;0;2;2;2;0;3;4;3;0;1
ID_43dc4b8db;165231.6;0;3;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;6;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;cee0f3318;0;1;1;1;8;no;6;6.0;1;1.0;0;0;1;2;1;0;0;0;0;0;68;36;4624;1;0;0;1.0;64.0;36.0;4624;4;3;0;2;4;0;2;2;2;0;1;3;1;0;1
ID_402fe798e;165231.6;0;4;0;1;1;1;1;0;1;1;0;1;1;0;2;2;2;2;6;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;54ac7b187;0;2;1;2;yes;6;no;4.0;2;1.0;0;0;1;2;1;0;0;0;0;0;68;36;4624;4;36;0;1.0;1.0;16.0;4624;4;3;0;2;4;0;3;3;3;1;1;3;1;0;1
ID_55494c745;165231.6;0;4;0;1;1;1;1;0;1;1;0;1;1;0;2;2;2;2;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;54ac7b187;0;2;1;2;yes;6;no;4.0;2;1.0;0;0;1;2;1;0;0;0;0;0;63;4;3969;4;36;0;1.0;1.0;16.0;3969;4;3;0;2;4;0;3;3;3;0;2;2;1;0;1
ID_e6ccf0d66;165231.6;0;6;0;1;1;1;1;0;1;1;0;1;1;0;2;2;2;2;10;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;6b13e8ac3;0;2;0;2;no;no;10;10.5;3;0.66666669;0;0;1;2;1;0;0;0;0;0;56;100;3136;4;0;0;0.44444448;0.0;110.25;3136;4;3;0;4;4;0;3;2;3;0;1;4;1;0;1
ID_81ad8e8c2;165231.6;0;6;0;1;1;1;1;0;1;1;0;1;1;0;2;2;2;2;11;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;6b13e8ac3;0;2;0;2;no;no;10;10.5;3;0.66666669;0;0;1;2;1;0;0;0;0;0;28;121;784;4;0;0;0.44444448;0.0;110.25;784;4;3;0;4;4;0;3;2;3;1;3;5;1;0;1
ID_cc56180b1;130000.0;0;2;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;11;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;21f4ce7c5;0;1;0;1;no;no;11;11.0;1;1.0;0;0;1;1;1;0;0;0;0;0;26;121;676;1;0;0;1.0;0.0;121.0;676;4;3;0;2;4;0;3;3;3;0;1;5;3;0;1
ID_c0bc9f0cf;165231.6;0;5;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;11;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;29d29bc09;1;3;0;4;.33333334;11;no;12.0;3;1.3333334;0;0;1;4;1;0;0;0;0;0;53;121;2809;16;121;1;1.7777778999999998;0.11111112;144.0;2809;4;3;0;4;4;0;3;3;3;1;1;5;1;0;1
ID_d360668be;165231.6;0;5;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;14;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;29d29bc09;1;3;0;4;.33333334;11;no;12.0;3;1.3333334;0;0;1;4;1;0;0;0;0;0;23;196;529;16;121;1;1.7777778999999998;0.11111112;144.0;529;4;3;0;4;4;0;3;3;3;1;3;8;1;0;1
ID_d530b3703;165231.6;0;5;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;10;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;29d29bc09;1;3;0;4;.33333334;11;no;12.0;3;1.3333334;0;0;1;4;1;0;0;0;0;0;17;100;289;16;121;1;1.7777778999999998;0.11111112;144.0;289;4;3;0;4;4;0;3;3;3;0;3;4;1;0;1
ID_ad497bc06;165231.6;0;5;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;11;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;29d29bc09;1;3;0;4;.33333334;11;no;12.0;3;1.3333334;0;0;1;4;1;0;0;0;0;0;46;121;2116;16;121;1;1.7777778999999998;0.11111112;144.0;2116;4;3;0;4;4;0;3;3;3;0;2;6;1;0;1
ID_792875ac6;165231.6;0;8;0;1;1;1;1;0;2;2;0;2;2;0;4;4;4;4;17;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5c874df79;0;4;1;4;.33333334;6;no;13.75;4;1.0;1;0;1;3;1;0;0;0;0;0;54;289;2916;16;36;0;1.0;0.11111112;189.0625;2916;4;3;0;4;4;0;3;3;3;0;3;8;1;0;1
ID_54323c0d6;165231.6;0;8;0;1;1;1;1;0;2;2;0;2;2;0;4;4;4;4;15;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5c874df79;0;4;1;4;.33333334;6;no;13.75;4;1.0;1;0;1;3;1;0;0;0;0;0;23;225;529;16;36;0;1.0;0.11111112;189.0625;529;4;3;0;4;4;0;3;3;3;1;6;8;1;0;1
ID_0faefcf6b;165231.6;0;8;0;1;1;1;1;0;2;2;0;2;2;0;4;4;4;4;6;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;5c874df79;0;4;1;4;.33333334;6;no;13.75;4;1.0;1;0;1;3;1;0;0;0;0;0;80;36;6400;16;36;0;1.0;0.11111112;189.0625;6400;4;3;0;4;4;0;3;3;3;1;1;3;1;0;1
ID_e7191eab7;165231.6;0;8;0;1;1;1;1;0;2;2;0;2;2;0;4;4;4;4;17;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5c874df79;0;4;1;4;.33333334;6;no;13.75;4;1.0;1;0;1;3;1;0;0;0;0;0;56;289;3136;16;36;0;1.0;0.11111112;189.0625;3136;4;3;0;4;4;0;3;3;3;0;3;8;1;0;1
ID_7e3aa90fc;165231.6;0;5;0;1;1;1;1;0;1;1;1;1;2;1;2;3;3;3;17;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;b22e4cd48;1;2;0;3;.5;17;no;15.0;3;1.0;1;0;1;2;1;0;0;0;0;0;43;289;1849;9;289;1;1.0;0.25;225.0;1849;4;3;0;4;4;0;3;3;3;1;1;9;1;0;1
ID_f80b69778;165231.6;0;5;0;1;1;1;1;0;1;1;1;1;2;1;2;3;3;3;13;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;b22e4cd48;1;2;0;3;.5;17;no;15.0;3;1.0;1;0;1;2;1;0;0;0;0;0;43;169;1849;9;289;1;1.0;0.25;225.0;1849;4;3;0;4;4;0;3;3;3;0;2;8;1;0;1
ID_3855d2ea6;165231.6;0;5;0;1;1;1;1;0;1;1;1;1;2;1;2;3;3;3;4;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;b22e4cd48;1;2;0;3;.5;17;no;15.0;3;1.0;1;0;1;2;1;0;0;0;0;0;10;16;100;9;289;1;1.0;0.25;225.0;100;4;3;0;4;4;0;3;3;3;0;3;2;1;0;1
ID_e442fe415;165231.6;0;7;0;1;1;1;3;0;1;1;0;2;2;0;3;3;3;3;15;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;ae81205ac;0;3;0;3;no;15;no;15.0;3;1.0;1;0;1;3;1;0;0;0;0;0;29;225;841;9;225;0;1.0;0.0;225.0;841;4;2;0;4;4;0;3;3;3;0;3;8;1;0;1
ID_42355969d;165231.6;0;7;0;1;1;1;3;0;1;1;0;2;2;0;3;3;3;3;15;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;ae81205ac;0;3;0;3;no;15;no;15.0;3;1.0;1;0;1;3;1;0;0;0;0;0;49;225;2401;9;225;0;1.0;0.0;225.0;2401;4;2;0;4;4;0;3;3;3;0;2;8;1;0;1
ID_a7ea5a908;165231.6;0;7;0;1;1;1;3;0;1;1;0;2;2;0;3;3;3;3;15;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;ae81205ac;0;3;0;3;no;15;no;15.0;3;1.0;1;0;1;3;1;0;0;0;0;0;51;225;2601;9;225;0;1.0;0.0;225.0;2601;4;2;0;4;4;0;3;3;3;1;1;8;1;0;1
ID_9679d2bc3;165231.6;0;5;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;7;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;ab3835eff;2;1;0;3;2;no;16;16.0;3;1.0;0;0;1;2;1;0;0;0;0;0;14;49;196;9;0;4;1.0;4.0;256.0;196;4;3;0;4;4;0;3;3;3;1;3;4;1;0;1
ID_134a02e44;165231.6;0;5;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;16;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;ab3835eff;2;1;0;3;2;no;16;16.0;3;1.0;0;0;1;2;1;0;0;0;0;0;50;256;2500;9;0;4;1.0;4.0;256.0;2500;4;3;0;4;4;0;3;3;3;0;1;8;1;0;1
ID_b4276a473;165231.6;0;5;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;5;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;ab3835eff;2;1;0;3;2;no;16;16.0;3;1.0;0;0;1;2;1;0;0;0;0;0;11;25;121;9;0;4;1.0;4.0;256.0;121;4;3;0;4;4;0;3;3;3;0;3;2;1;0;1
